SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2016,LGA_NAME_2016,RATIO,PERCENTAGE,,,,,
113011257,Griffith Region,11600,Carrathool (A),0.2006201,20.0620066,,,,,
113011257,Griffith Region,13450,Griffith (C),0.509533,50.9533009,,,,,
113011257,Griffith Region,14750,Leeton (A),0.0839509,8.3950891,,,,,
113011257,Griffith Region,15560,Murrumbidgee (A),0.1988016,19.8801582,,,,,
113011257,Griffith Region,15800,Narrandera (A),0.0057544,0.5754354,,,,,
113011258,Leeton,14750,Leeton (A),1,100,,,,,
113011259,Narrandera,12870,Federation (A),0.0346272,3.4627246,,,,,
113011259,Narrandera,14750,Leeton (A),0.0132297,1.3229718,,,,,
113011259,Narrandera,15800,Narrandera (A),0.952143,95.2143035,,,,,
113021260,Tumbarumba,13340,Greater Hume Shire (A),0.0094396,0.9439598,,,,,
113021260,Tumbarumba,17080,Snowy Valleys (A),0.9905604,99.0560402,,,,,
113021261,Tumut,17080,Snowy Valleys (A),1,100,,,,,
113021262,Tumut Region,17040,Snowy Monaro Regional (A),0.0002155,0.0215539,,,,,
113021262,Tumut Region,17080,Snowy Valleys (A),0.9997842,99.9784246,,,,,
113031263,Cootamundra,13510,Gundagai (A),0.9963743,99.6374316,,,,,
113031263,Cootamundra,17350,Temora (A),0.0036257,0.3625684,,,,,
113031264,Gundagai,13510,Gundagai (A),1,100,,,,,
113031265,Junee,14300,Junee (A),1,100,,,,,
113031266,Temora,12000,Coolamon (A),0.0912401,9.1240055,,,,,
113031266,Temora,17350,Temora (A),0.9087599,90.8759945,,,,,
113031267,Wagga Wagga - East,17750,Wagga Wagga (C),1,100,,,,,
113031268,Wagga Wagga - North,17750,Wagga Wagga (C),1,100,,,,,
113031269,Wagga Wagga - South,17750,Wagga Wagga (C),1,100,,,,,
113031270,Wagga Wagga - West,17750,Wagga Wagga (C),1,100,,,,,
113031271,Wagga Wagga Region,12000,Coolamon (A),0.2520505,25.2050501,,,,,
113031271,Wagga Wagga Region,14300,Junee (A),0.0044332,0.44332,,,,,
113031271,Wagga Wagga Region,14950,Lockhart (A),0.2132247,21.3224665,,,,,
113031271,Wagga Wagga Region,17750,Wagga Wagga (C),0.5302916,53.0291563,,,,,
114011272,Berry - Kangaroo Valley,16950,Shoalhaven (C),0.999999,99.9999036,,,,,
114011273,Callala Bay - Currarong,16950,Shoalhaven (C),1,100,,,,,
114011274,Culburra Beach,16950,Shoalhaven (C),1,100,,,,,
114011275,Ettrema - Sassafras - Budawang,16950,Shoalhaven (C),1,100,,,,,
114011276,Huskisson - Vincentia,16950,Shoalhaven (C),1,100,,,,,
114011277,North Nowra - Bomaderry,16950,Shoalhaven (C),1,100,,,,,
114011278,Nowra,16950,Shoalhaven (C),1,100,,,,,
114011279,St Georges Basin - Erowal Bay,16950,Shoalhaven (C),1,100,,,,,
114011280,Sussex Inlet - Berrara,16950,Shoalhaven (C),1,100,,,,,
114011281,Tomerong - Wandandian - Woollamia,16950,Shoalhaven (C),1,100,,,,,
114011282,Ulladulla,16950,Shoalhaven (C),1,100,,,,,
114011283,Ulladulla Region,16950,Shoalhaven (C),1,100,,,,,
114021284,Bowral,18350,Wingecarribee (A),1,100,,,,,
114021285,Hill Top - Colo Vale,18350,Wingecarribee (A),1,100,,,,,
114021286,Mittagong,18350,Wingecarribee (A),1,100,,,,,
114021287,Moss Vale - Berrima,18350,Wingecarribee (A),1,100,,,,,
114021288,Robertson - Fitzroy Falls,14400,Kiama (A),0.0183774,1.8377367,,,,,
114021288,Robertson - Fitzroy Falls,18350,Wingecarribee (A),0.9816226,98.1622633,,,,,
114021289,Southern Highlands,18350,Wingecarribee (A),1,100,,,,,
115011290,Baulkham Hills (East),17420,The Hills Shire (A),1,100,,,,,
115011291,Baulkham Hills (West) - Bella Vista,17420,The Hills Shire (A),1,100,,,,,
115011294,Glenhaven,14000,Hornsby (A),0.0420238,4.2023845,,,,,
115011294,Glenhaven,17420,The Hills Shire (A),0.9579762,95.7976155,,,,,
115011296,West Pennant Hills,17420,The Hills Shire (A),1,100,,,,,
115011553,Castle Hill - Central,17420,The Hills Shire (A),1,100,,,,,
115011554,Castle Hill - East,14000,Hornsby (A),1,100,,,,,
115011555,Castle Hill - North,17420,The Hills Shire (A),1,100,,,,,
115011556,Castle Hill - South,17420,The Hills Shire (A),1,100,,,,,
115011557,Castle Hill - West,17420,The Hills Shire (A),1,100,,,,,
115011558,Cherrybrook,14000,Hornsby (A),1,100,,,,,
115011559,Kellyville,17420,The Hills Shire (A),1,100,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,13800,Hawkesbury (C),0.0042982,0.4298206,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,14000,Hornsby (A),0.3609508,36.0950833,,,,,
115021297,Dural - Kenthurst - Wisemans Ferry,17420,The Hills Shire (A),0.634751,63.4750961,,,,,
115021298,Galston - Laughtondale,14000,Hornsby (A),1,100,,,,,
115031299,Bilpin - Colo - St Albans,10900,Blue Mountains (C),0.0925633,9.2563285,,,,,
115031299,Bilpin - Colo - St Albans,13800,Hawkesbury (C),0.9074367,90.7436715,,,,,
115031300,Kurrajong Heights - Ebenezer,13800,Hawkesbury (C),1,100,,,,,
115041301,Pitt Town - McGraths Hill,13800,Hawkesbury (C),0.9616197,96.1619654,,,,,
115041301,Pitt Town - McGraths Hill,17420,The Hills Shire (A),0.0383803,3.8380346,,,,,
115041302,Rouse Hill - Beaumont Hills,17420,The Hills Shire (A),1,100,,,,,
116011303,Blacktown (East) - Kings Park,10750,Blacktown (C),1,100,,,,,
116011304,Blacktown (North) - Marayong,10750,Blacktown (C),1,100,,,,,
116011306,Doonside - Woodcroft,10750,Blacktown (C),1,100,,,,,
116011307,Lalor Park - Kings Langley,10750,Blacktown (C),0.9659128,96.591277,,,,,
116011307,Lalor Park - Kings Langley,17420,The Hills Shire (A),0.034087,3.4087022,,,,,
116011308,Seven Hills - Toongabbie,10750,Blacktown (C),0.9284372,92.8437181,,,,,
116011308,Seven Hills - Toongabbie,12380,Cumberland (A),0.0715628,7.1562819,,,,,
116011560,Blacktown (South),10750,Blacktown (C),1,100,,,,,
116011561,Blacktown (West),10750,Blacktown (C),1,100,,,,,
116021309,Glenwood,10750,Blacktown (C),1,100,,,,,
116021310,Parklea - Kellyville Ridge,10750,Blacktown (C),1,100,,,,,
116021312,Riverstone - Marsden Park,10750,Blacktown (C),0.9999999,99.9999911,,,,,
116021562,Acacia Gardens,10750,Blacktown (C),1,100,,,,,
116021563,Quakers Hill,10750,Blacktown (C),1,100,,,,,
116031313,Bidwill - Hebersham - Emerton,10750,Blacktown (C),1,100,,,,,
116031314,Glendenning - Dean Park,10750,Blacktown (C),1,100,,,,,
116031315,Hassall Grove - Plumpton,10750,Blacktown (C),1,100,,,,,
116031316,Lethbridge Park - Tregear,10750,Blacktown (C),1,100,,,,,
116031317,Mount Druitt - Whalan,10750,Blacktown (C),1,100,,,,,
116031318,Prospect Reservoir,10750,Blacktown (C),1,100,,,,,
116031319,Rooty Hill - Minchinbury,10750,Blacktown (C),1,100,,,,,
117011320,Banksmeadow,11100,Botany Bay (C),1,100,,,,,
117011321,Botany,11100,Botany Bay (C),1,100,,,,,
117011322,Mascot - Eastlakes,11100,Botany Bay (C),1,100,,,,,
117011323,Pagewood - Hillsdale - Daceyville,11100,Botany Bay (C),1,100,,,,,
117011324,Port Botany Industrial,16550,Randwick (C),1,100,,,,,
117011325,Sydney Airport,11100,Botany Bay (C),0.9992013,99.9201278,,,,,
117011325,Sydney Airport,14170,Inner West (A),0.0001997,0.0199681,,,,,
117011325,Sydney Airport,16650,Rockdale (C),0.000599,0.0599042,,,,,
117021326,Marrickville,14170,Inner West (A),1,100,,,,,
117021327,Petersham - Stanmore,14170,Inner West (A),1,100,,,,,
117021328,Sydenham - Tempe - St Peters,14170,Inner West (A),0.9973583,99.7358304,,,,,
117021328,Sydenham - Tempe - St Peters,17200,Sydney (C),0.0026417,0.2641696,,,,,
117031329,Darlinghurst,17200,Sydney (C),1,100,,,,,
117031330,Erskineville - Alexandria,17200,Sydney (C),1,100,,,,,
117031331,Glebe - Forest Lodge,17200,Sydney (C),1,100,,,,,
117031332,Newtown - Camperdown - Darlington,14170,Inner West (A),0.4647524,46.4752443,,,,,
117031332,Newtown - Camperdown - Darlington,17200,Sydney (C),0.5352476,53.5247557,,,,,
117031333,Potts Point - Woolloomooloo,17200,Sydney (C),1,100,,,,,
117031334,Pyrmont - Ultimo,17200,Sydney (C),1,100,,,,,
117031335,Redfern - Chippendale,17200,Sydney (C),1,100,,,,,
117031336,Surry Hills,17200,Sydney (C),1,100,,,,,
117031337,Sydney - Haymarket - The Rocks,17200,Sydney (C),1,100,,,,,
117031338,Waterloo - Beaconsfield,17200,Sydney (C),1,100,,,,,
118011339,Bondi - Tamarama - Bronte,18050,Waverley (A),1,100,,,,,
118011340,Bondi Beach - North Bondi,18050,Waverley (A),1,100,,,,,
118011341,Bondi Junction - Waverly,18050,Waverley (A),1,100,,,,,
118011342,Centennial Park,16550,Randwick (C),1,100,,,,,
118011343,Double Bay - Bellevue Hill,18500,Woollahra (A),1,100,,,,,
118011344,Dover Heights,18050,Waverley (A),1,100,,,,,
118011345,Paddington - Moore Park,17200,Sydney (C),0.3447093,34.4709316,,,,,
118011345,Paddington - Moore Park,18500,Woollahra (A),0.6552907,65.5290684,,,,,
118011346,Rose Bay - Vaucluse - Watsons Bay,18500,Woollahra (A),1,100,,,,,
118011347,Woollahra,18500,Woollahra (A),1,100,,,,,
118021348,Coogee - Clovelly,16550,Randwick (C),1,100,,,,,
118021350,Malabar - La Perouse - Chifley,16550,Randwick (C),1,100,,,,,
118021564,Kensington (NSW),16550,Randwick (C),1,100,,,,,
118021565,Kingsford,16550,Randwick (C),1,100,,,,,
118021566,Maroubra - North,16550,Randwick (C),1,100,,,,,
118021567,Maroubra - South,16550,Randwick (C),1,100,,,,,
118021568,Maroubra - West,16550,Randwick (C),1,100,,,,,
118021569,Randwick - North,16550,Randwick (C),1,100,,,,,
118021570,Randwick - South,16550,Randwick (C),1,100,,,,,
119011354,Bass Hill - Georges Hall,11570,Canterbury-Bankstown (A),1,100,,,,,
119011355,Chullora,11570,Canterbury-Bankstown (A),0.9993369,99.933687,,,,,
119011355,Chullora,17100,Strathfield (A),0.0006631,0.066313,,,,,
119011356,Condell Park,11570,Canterbury-Bankstown (A),1,100,,,,,
119011357,Greenacre - Mount Lewis,11570,Canterbury-Bankstown (A),0.9409803,94.098026,,,,,
119011357,Greenacre - Mount Lewis,17100,Strathfield (A),0.0590197,5.901974,,,,,
119011358,Padstow,11570,Canterbury-Bankstown (A),1,100,,,,,
119011359,Panania - Milperra - Picnic Point,11570,Canterbury-Bankstown (A),1,100,,,,,
119011360,Revesby,11570,Canterbury-Bankstown (A),1,100,,,,,
119011361,Yagoona - Birrong,11570,Canterbury-Bankstown (A),1,100,,,,,
119011571,Bankstown - North,11570,Canterbury-Bankstown (A),1,100,,,,,
119011572,Bankstown - South,11570,Canterbury-Bankstown (A),1,100,,,,,
119021362,Belmore - Belfield,11570,Canterbury-Bankstown (A),0.9270061,92.7006053,,,,,
119021362,Belmore - Belfield,17100,Strathfield (A),0.0729939,7.2993947,,,,,
119021363,Canterbury (South) - Campsie,11570,Canterbury-Bankstown (A),1,100,,,,,
119021364,Kingsgrove (North) - Earlwood,11570,Canterbury-Bankstown (A),0.9999998,99.9999822,,,,,
119021366,Punchbowl,11570,Canterbury-Bankstown (A),1,100,,,,,
119021367,Roselands,11570,Canterbury-Bankstown (A),1,100,,,,,
119021573,Lakemba,11570,Canterbury-Bankstown (A),1,100,,,,,
119021574,Wiley Park,11570,Canterbury-Bankstown (A),1,100,,,,,
119031368,Hurstville,12930,Georges River (A),1,100,,,,,
119031369,Mortdale - Penshurst,12930,Georges River (A),1,100,,,,,
119031370,Narwee - Beverly Hills,11570,Canterbury-Bankstown (A),0.2290219,22.9021895,,,,,
119031370,Narwee - Beverly Hills,12930,Georges River (A),0.7709781,77.0978105,,,,,
119031371,Oatley - Hurstville Grove,12930,Georges River (A),1,100,,,,,
119031372,Peakhurst - Lugarno,12930,Georges River (A),1,100,,,,,
119031373,Riverwood,11570,Canterbury-Bankstown (A),0.4427162,44.2716229,,,,,
119031373,Riverwood,12930,Georges River (A),0.5572838,55.7283771,,,,,
119031374,South Hurstville - Blakehurst,12930,Georges River (A),1,100,,,,,
119041375,Arncliffe - Bardwell Valley,16650,Rockdale (C),1,100,,,,,
119041376,Bexley,16650,Rockdale (C),1,100,,,,,
119041377,Kingsgrove (South) - Bardwell Park,12930,Georges River (A),0.2461905,24.6190466,,,,,
119041377,Kingsgrove (South) - Bardwell Park,16650,Rockdale (C),0.7538095,75.3809534,,,,,
119041378,Kogarah,12930,Georges River (A),0.495234,49.5234046,,,,,
119041378,Kogarah,16650,Rockdale (C),0.504766,50.4765954,,,,,
119041379,Kogarah Bay - Carlton - Allawah,12930,Georges River (A),1,100,,,,,
119041380,Monterey - Brighton-le-Sands - Kyeemagh,16650,Rockdale (C),1,100,,,,,
119041381,Rockdale - Banksia,16650,Rockdale (C),1,100,,,,,
119041382,Sans Souci - Ramsgate,12930,Georges River (A),0.1763146,17.6314605,,,,,
119041382,Sans Souci - Ramsgate,16650,Rockdale (C),0.8236854,82.3685395,,,,,
120011383,Concord - Mortlake - Cabarita,11520,Canada Bay (A),1,100,,,,,
120011384,Concord West - North Strathfield,11520,Canada Bay (A),1,100,,,,,
120011385,Drummoyne - Rodd Point,11520,Canada Bay (A),1,100,,,,,
120011386,Five Dock - Abbotsford,11520,Canada Bay (A),1,100,,,,,
120021387,Balmain,14170,Inner West (A),1,100,,,,,
120021388,Leichhardt - Annandale,14170,Inner West (A),0.9999179,99.991794,,,,,
120021389,Lilyfield - Rozelle,14170,Inner West (A),1,100,,,,,
120031390,Ashfield,14170,Inner West (A),1,100,,,,,
120031391,Burwood - Croydon,11300,Burwood (A),0.8357917,83.5791696,,,,,
120031391,Burwood - Croydon,14170,Inner West (A),0.1642083,16.4208304,,,,,
120031392,Canterbury (North) - Ashbury,11570,Canterbury-Bankstown (A),1,100,,,,,
120031393,Croydon Park - Enfield,11300,Burwood (A),0.6313701,63.1370081,,,,,
120031393,Croydon Park - Enfield,11570,Canterbury-Bankstown (A),0.2612148,26.1214763,,,,,
120031393,Croydon Park - Enfield,14170,Inner West (A),0.1074152,10.7415156,,,,,
120031394,Dulwich Hill - Lewisham,14170,Inner West (A),1,100,,,,,
120031395,Haberfield - Summer Hill,14170,Inner West (A),1,100,,,,,
120031396,Homebush,17100,Strathfield (A),0.9999998,99.999984,,,,,
120031575,Strathfield,11300,Burwood (A),0.1980262,19.8026157,,,,,
120031575,Strathfield,11520,Canada Bay (A),0.0706448,7.0644794,,,,,
120031575,Strathfield,17100,Strathfield (A),0.731329,73.132905,,,,,
120031576,Strathfield South,17100,Strathfield (A),1,100,,,,,
121011398,Chatswood (East) - Artarmon,18250,Willoughby (C),1,100,,,,,
121011399,Chatswood (West) - Lane Cove North,14700,Lane Cove (A),0.3850022,38.5002192,,,,,
121011399,Chatswood (West) - Lane Cove North,16700,Ryde (C),0.0186518,1.865177,,,,,
121011399,Chatswood (West) - Lane Cove North,18250,Willoughby (C),0.596346,59.6346038,,,,,
121011400,Lane Cove - Greenwich,14700,Lane Cove (A),1,100,,,,,
121011401,St Leonards - Naremburn,14700,Lane Cove (A),0.041662,4.1661963,,,,,
121011401,St Leonards - Naremburn,15950,North Sydney (A),0.1498101,14.9810052,,,,,
121011401,St Leonards - Naremburn,18250,Willoughby (C),0.808528,80.8527985,,,,,
121011402,Willoughby - Castle Cove - Northbridge,18250,Willoughby (C),0.9999999,99.9999877,,,,,
121021403,Asquith - Mount Colah,14000,Hornsby (A),1,100,,,,,
121021404,Berowra - Brooklyn - Cowan,14000,Hornsby (A),1,100,,,,,
121021406,Normanhurst - Thornleigh - Westleigh,14000,Hornsby (A),1,100,,,,,
121021577,Hornsby - East,14000,Hornsby (A),1,100,,,,,
121021578,Hornsby - West,14000,Hornsby (A),1,100,,,,,
121021579,Waitara - Wahroonga (West),14000,Hornsby (A),0.9868315,98.6831486,,,,,
121021579,Waitara - Wahroonga (West),14500,Ku-ring-gai (A),0.0131685,1.3168514,,,,,
121031407,Gordon - Killara,14500,Ku-ring-gai (A),1,100,,,,,
121031408,Lindfield - Roseville,14500,Ku-ring-gai (A),0.9812033,98.1203319,,,,,
121031408,Lindfield - Roseville,18250,Willoughby (C),0.0187967,1.8796681,,,,,
121031409,Pymble,14500,Ku-ring-gai (A),1,100,,,,,
121031410,St Ives,14500,Ku-ring-gai (A),1,100,,,,,
121031411,Turramurra,14500,Ku-ring-gai (A),1,100,,,,,
121031412,Wahroonga (East) - Warrawee,14500,Ku-ring-gai (A),1,100,,,,,
121041413,Cremorne - Cammeray,15950,North Sydney (A),1,100,,,,,
121041414,Crows Nest - Waverton,15950,North Sydney (A),1,100,,,,,
121041415,Mosman,15350,Mosman (A),1,100,,,,,
121041416,Neutral Bay - Kirribilli,15950,North Sydney (A),1,100,,,,,
121041417,North Sydney - Lavender Bay,15950,North Sydney (A),1,100,,,,,
122011418,Balgowlah - Clontarf - Seaforth,15990,Northern Beaches (A),1,100,,,,,
122011419,Manly - Fairlight,15990,Northern Beaches (A),1,100,,,,,
122021420,Avalon - Palm Beach,15990,Northern Beaches (A),1,100,,,,,
122021421,Bayview - Elanora Heights,15990,Northern Beaches (A),1,100,,,,,
122021422,Newport - Bilgola,15990,Northern Beaches (A),1,100,,,,,
122021423,Warriewood - Mona Vale,15990,Northern Beaches (A),1,100,,,,,
122031424,Beacon Hill - Narraweena,15990,Northern Beaches (A),1,100,,,,,
122031425,Cromer,15990,Northern Beaches (A),1,100,,,,,
122031426,Dee Why - North Curl Curl,15990,Northern Beaches (A),1,100,,,,,
122031427,Forestville - Killarney Heights,15990,Northern Beaches (A),1,100,,,,,
122031428,Frenchs Forest - Belrose,15990,Northern Beaches (A),1,100,,,,,
122031429,Freshwater - Brookvale,15990,Northern Beaches (A),1,100,,,,,
122031430,Manly Vale - Allambie Heights,15990,Northern Beaches (A),1,100,,,,,
122031431,Narrabeen - Collaroy,15990,Northern Beaches (A),1,100,,,,,
122031432,Terrey Hills - Duffys Forest,15990,Northern Beaches (A),1,100,,,,,
123011433,Camden - Ellis Lane,11450,Camden (A),0.8493375,84.9337501,,,,,
123011433,Camden - Ellis Lane,18400,Wollondilly (A),0.1506625,15.0662499,,,,,
123011434,Elderslie - Harrington Park,11450,Camden (A),1,100,,,,,
123011435,Mount Annan - Currans Hill,11450,Camden (A),1,99.9999958,,,,,
123021436,Bradbury - Wedderburn,11500,Campbelltown (C) (NSW),1,100,,,,,
123021437,Campbelltown - Woodbine,11500,Campbelltown (C) (NSW),1,100,,,,,
123021438,Claymore - Eagle Vale - Raby,11500,Campbelltown (C) (NSW),1,99.9999952,,,,,
123021439,Holsworthy Military Area,11500,Campbelltown (C) (NSW),0.5,50,,,,,
123021439,Holsworthy Military Area,17150,Sutherland Shire (A),0.5,50,,,,,
123021440,Ingleburn - Denham Court,11500,Campbelltown (C) (NSW),0.9278398,92.7839787,,,,,
123021440,Ingleburn - Denham Court,14900,Liverpool (C),0.0721602,7.2160213,,,,,
123021441,Leumeah - Minto Heights,11500,Campbelltown (C) (NSW),1,100,,,,,
123021442,Macquarie Fields - Glenfield,11500,Campbelltown (C) (NSW),1,100,,,,,
123021443,Minto - St Andrews,11500,Campbelltown (C) (NSW),1,100,,,,,
123021444,Rosemeadow - Glen Alpine,11500,Campbelltown (C) (NSW),1,100,,,,,
123031445,Bargo,18400,Wollondilly (A),1,100,,,,,
123031446,Douglas Park - Appin,18400,Wollondilly (A),1,100,,,,,
123031447,Picton - Tahmoor - Buxton,18350,Wingecarribee (A),0.0046198,0.4619762,,,,,
123031447,Picton - Tahmoor - Buxton,18400,Wollondilly (A),0.9953802,99.5380238,,,,,
123031448,The Oaks - Oakdale,18400,Wollondilly (A),1,100,,,,,
124011449,Blackheath - Megalong Valley,10900,Blue Mountains (C),1,100,,,,,
124011450,Blaxland - Warrimoo - Lapstone,10900,Blue Mountains (C),1,100,,,,,
124011451,Blue Mountains - North,10900,Blue Mountains (C),0.999926,99.9925975,,,,,
124011452,Katoomba - Leura,10900,Blue Mountains (C),1,100,,,,,
124011453,Lawson - Hazelbrook - Linden,10900,Blue Mountains (C),1,100,,,,,
124011454,Springwood - Winmalee,10900,Blue Mountains (C),1,100,,,,,
124011455,Wentworth Falls,10900,Blue Mountains (C),1,100,,,,,
124021456,Blue Mountains - South,10900,Blue Mountains (C),0.0002848,0.0284819,,,,,
124021456,Blue Mountains - South,16100,Oberon (A),0.0001424,0.014241,,,,,
124021456,Blue Mountains - South,18400,Wollondilly (A),0.9995728,99.9572771,,,,,
124031457,Cambridge Park,16350,Penrith (C),1,100,,,,,
124031458,Castlereagh - Cranebrook,16350,Penrith (C),1,100,,,,,
124031459,Emu Plains - Leonay,16350,Penrith (C),1,100,,,,,
124031460,Glenmore Park - Regentville,16350,Penrith (C),1,100,,,,,
124031461,Jamisontown - South Penrith,16350,Penrith (C),1,100,,,,,
124031462,Kingswood - Werrington,16350,Penrith (C),1,100,,,,,
124031463,Mulgoa - Luddenham - Orchard Hills,14900,Liverpool (C),0.1132616,11.3261581,,,,,
124031463,Mulgoa - Luddenham - Orchard Hills,16350,Penrith (C),0.8867384,88.6738419,,,,,
124031464,Penrith,16350,Penrith (C),1,100,,,,,
124031465,Warragamba - Silverdale,18400,Wollondilly (A),0.9999998,99.9999802,,,,,
124041466,Richmond - Clarendon,13800,Hawkesbury (C),1,100,,,,,
124041467,Windsor - Bligh Park,13800,Hawkesbury (C),1,100,,,,,
124041468,Yarramundi - Londonderry,13800,Hawkesbury (C),0.1264965,12.6496549,,,,,
124041468,Yarramundi - Londonderry,16350,Penrith (C),0.8735035,87.3503451,,,,,
124051469,Erskine Park,16350,Penrith (C),1,100,,,,,
124051470,St Clair,16350,Penrith (C),1,100,,,,,
124051580,Colyton - Oxley Park,16350,Penrith (C),1,100,,,,,
124051581,St Marys - North St Marys,16350,Penrith (C),1,100,,,,,
125011473,Homebush Bay - Silverwater,16260,Parramatta (C),1,100,,,,,
125011475,Rookwood Cemetery,12380,Cumberland (A),1,100,,,,,
125011582,Auburn - Central,12380,Cumberland (A),1,100,,,,,
125011583,Auburn - North,12380,Cumberland (A),1,100,,,,,
125011584,Auburn - South,12380,Cumberland (A),1,100,,,,,
